Age	Attrition	Department	EducationField	EmployeID	Gender	JobRole	MaritalStatus	MonthlyIncome
42	No	Research & Development	Life Sciences	547	Female	Research Scientist	Divorced	4556
30	No	Research & Development	Life Sciences	548	Female	Manufacturing Director	Single	6091
60	No	Research & Development	Life Sciences	549	Female	Manager	Married	19566
46	No	Research & Development	Medical	550	Female	Manufacturing Director	Divorced	4810
42	No	Research & Development	Technical Degree	551	Female	Healthcare Representative	Married	4523
24	Yes	Sales	Technical Degree	554	Female	Sales Representative	Single	3202
34	Yes	Sales	Marketing	555	Female	Sales Representative	Divorced	2351
38	No	Research & Development	Life Sciences	556	Male	Laboratory Technician	Married	1702
40	No	Sales	Life Sciences	558	Female	Manager	Married	18041
26	No	Research & Development	Life Sciences	560	Female	Research Scientist	Divorced	2886
30	No	Research & Development	Life Sciences	562	Male	Laboratory Technician	Married	2097
29	No	Research & Development	Medical	564	Male	Research Director	Married	11935
29	Yes	Research & Development	Technical Degree	565	Female	Research Scientist	Married	2546
19	Yes	Human Resources	Technical Degree	566	Male	Human Resources	Single	2564
30	No	Sales	Other	567	Female	Sales Executive	Married	8412
57	No	Sales	Marketing	568	Male	Manager	Divorced	14118
50	No	Research & Development	Life Sciences	569	Male	Manager	Married	17046
30	No	Research & Development	Medical	571	Female	Laboratory Technician	Single	2564
60	No	Sales	Marketing	573	Female	Sales Executive	Married	10266
47	No	Research & Development	Medical	574	Female	Manufacturing Director	Divorced	5070
46	No	Research & Development	Life Sciences	575	Male	Research Director	Married	17861
35	No	Research & Development	Life Sciences	577	Male	Laboratory Technician	Single	4230
54	No	Research & Development	Life Sciences	578	Female	Laboratory Technician	Single	3780
34	No	Research & Development	Life Sciences	579	Male	Research Scientist	Divorced	2768
46	No	Sales	Marketing	580	Female	Sales Executive	Married	9071
31	No	Research & Development	Life Sciences	581	Male	Manufacturing Director	Divorced	10648
33	Yes	Research & Development	Medical	582	Male	Manager	Married	13610
33	Yes	Research & Development	Medical	584	Male	Laboratory Technician	Divorced	3408
30	No	Sales	Marketing	585	Male	Sales Representative	Single	2983
35	No	Research & Development	Life Sciences	586	Male	Healthcare Representative	Married	7632
31	Yes	Research & Development	Life Sciences	587	Male	Healthcare Representative	Married	9824
34	Yes	Human Resources	Human Resources	590	Female	Human Resources	Divorced	9950
42	No	Research & Development	Other	591	Male	Laboratory Technician	Married	2093
36	No	Sales	Medical	592	Male	Sales Executive	Single	9980
22	Yes	Research & Development	Technical Degree	593	Male	Laboratory Technician	Single	3894
48	No	Sales	Marketing	595	Female	Sales Executive	Married	4051
55	No	Sales	Life Sciences	597	Female	Manager	Single	16835
41	No	Sales	Life Sciences	599	Male	Sales Executive	Single	6230
35	No	Sales	Marketing	600	Male	Sales Executive	Married	4717
40	No	Research & Development	Life Sciences	601	Female	Manufacturing Director	Single	13237
39	No	Research & Development	Life Sciences	602	Female	Laboratory Technician	Married	3755
31	No	Sales	Life Sciences	604	Male	Sales Executive	Single	6582
42	No	Research & Development	Medical	605	Male	Manufacturing Director	Married	7406
45	No	Sales	Other	606	Male	Sales Executive	Married	4805
26	Yes	Human Resources	Life Sciences	608	Female	Human Resources	Divorced	2741
29	No	Research & Development	Technical Degree	611	Male	Manufacturing Director	Divorced	4262
33	No	Research & Development	Medical	612	Female	Research Director	Divorced	16184
31	No	Sales	Life Sciences	613	Male	Manager	Divorced	11557
18	Yes	Sales	Marketing	614	Male	Sales Representative	Single	1878
40	No	Sales	Other	615	Male	Sales Executive	Divorced	10932
41	No	Research & Development	Other	616	Female	Healthcare Representative	Single	6811
26	No	Sales	Medical	618	Male	Sales Executive	Divorced	4306
35	No	Sales	Medical	620	Female	Sales Executive	Single	4859
34	No	Sales	Life Sciences	621	Male	Sales Executive	Single	5337
26	Yes	Research & Development	Technical Degree	622	Male	Laboratory Technician	Single	2340
37	No	Research & Development	Technical Degree	623	Female	Manufacturing Director	Single	7491
46	No	Research & Development	Medical	624	Female	Healthcare Representative	Married	10527
41	No	Sales	Life Sciences	625	Female	Manager	Married	16595
37	No	Sales	Medical	626	Male	Sales Executive	Divorced	8834
52	No	Research & Development	Technical Degree	630	Male	Research Scientist	Divorced	5577
32	Yes	Sales	Other	631	Male	Sales Executive	Married	4707
24	No	Sales	Medical	632	Male	Sales Representative	Married	2400
38	No	Research & Development	Medical	634	Female	Healthcare Representative	Married	9824
37	No	Research & Development	Life Sciences	635	Female	Manufacturing Director	Married	6447
49	No	Research & Development	Life Sciences	638	Male	Research Director	Divorced	19502
24	No	Research & Development	Medical	639	Male	Research Scientist	Married	2725
26	No	Sales	Marketing	641	Male	Sales Executive	Married	6272
24	No	Research & Development	Other	643	Male	Laboratory Technician	Married	2127
50	No	Human Resources	Medical	644	Male	Manager	Married	18200
25	No	Sales	Medical	645	Male	Sales Representative	Married	2096
24	Yes	Research & Development	Life Sciences	647	Female	Laboratory Technician	Married	2886
30	Yes	Sales	Life Sciences	648	Male	Sales Representative	Married	2033
34	No	Research & Development	Life Sciences	649	Male	Research Scientist	Married	3622
31	Yes	Sales	Medical	650	Male	Sales Executive	Divorced	4233
35	No	Research & Development	Other	652	Male	Laboratory Technician	Single	3681
31	No	Sales	Medical	653	Male	Sales Executive	Divorced	5460
27	No	Research & Development	Medical	655	Female	Research Scientist	Divorced	2187
37	No	Sales	Marketing	656	Male	Sales Executive	Married	9602
20	No	Research & Development	Life Sciences	657	Female	Research Scientist	Single	2836
42	No	Research & Development	Life Sciences	659	Female	Healthcare Representative	Married	4089
43	No	Research & Development	Other	661	Male	Research Director	Divorced	16627
38	No	Research & Development	Life Sciences	662	Female	Research Scientist	Single	2619
43	No	Research & Development	Medical	663	Male	Laboratory Technician	Divorced	5679
48	No	Research & Development	Life Sciences	664	Female	Manager	Married	15402
44	No	Human Resources	Life Sciences	665	Female	Human Resources	Single	5985
34	No	Sales	Technical Degree	666	Female	Sales Representative	Divorced	2579
27	Yes	Sales	Marketing	667	Male	Sales Representative	Divorced	3041
21	No	Sales	Technical Degree	669	Male	Sales Representative	Single	3447
44	No	Research & Development	Other	671	Male	Manager	Married	19513
22	No	Research & Development	Medical	675	Male	Research Scientist	Married	2773
33	No	Sales	Marketing	677	Male	Sales Executive	Divorced	7104
32	No	Research & Development	Life Sciences	679	Female	Research Scientist	Married	6322
30	No	Research & Development	Medical	680	Female	Research Scientist	Divorced	2083
53	No	Sales	Medical	682	Female	Sales Executive	Single	8381
34	No	Research & Development	Life Sciences	683	Male	Research Scientist	Married	2691
45	Yes	Sales	Life Sciences	684	Female	Sales Executive	Married	4286
26	No	Research & Development	Life Sciences	686	Female	Laboratory Technician	Married	2659
37	No	Research & Development	Other	689	Male	Manufacturing Director	Married	9434
29	No	Sales	Medical	690	Female	Sales Executive	Married	5561
35	No	Research & Development	Life Sciences	691	Male	Research Scientist	Single	6646
33	No	Research & Development	Life Sciences	692	Male	Healthcare Representative	Divorced	7725
54	No	Human Resources	Medical	698	Male	Human Resources	Married	10725
36	No	Research & Development	Medical	699	Male	Manufacturing Director	Divorced	8847
27	No	Research & Development	Medical	700	Male	Research Scientist	Single	2045
20	Yes	Research & Development	Medical	701	Male	Research Scientist	Single	1009
33	Yes	Research & Development	Life Sciences	702	Male	Research Scientist	Single	3348
35	No	Research & Development	Life Sciences	704	Male	Laboratory Technician	Married	1281
23	No	Research & Development	Medical	705	Male	Research Scientist	Married	2819
25	No	Sales	Life Sciences	707	Male	Sales Executive	Married	4851
38	No	Sales	Marketing	709	Female	Sales Executive	Single	4028
29	No	Research & Development	Life Sciences	710	Male	Research Scientist	Divorced	2720
48	No	Sales	Marketing	712	Male	Sales Executive	Married	8120
27	No	Sales	Medical	714	Female	Sales Executive	Divorced	4647
37	No	Research & Development	Life Sciences	715	Male	Research Scientist	Single	4680
50	No	Research & Development	Medical	716	Male	Laboratory Technician	Married	3221
34	No	Research & Development	Medical	717	Female	Healthcare Representative	Single	8621
24	Yes	Sales	Life Sciences	720	Female	Sales Executive	Single	4577
39	No	Research & Development	Technical Degree	721	Female	Healthcare Representative	Single	4553
32	No	Sales	Marketing	722	Male	Sales Executive	Single	5396
50	Yes	Sales	Technical Degree	723	Male	Sales Executive	Married	6796
38	No	Research & Development	Life Sciences	724	Female	Healthcare Representative	Single	7625
27	No	Research & Development	Life Sciences	725	Female	Manufacturing Director	Married	7412
32	No	Research & Development	Life Sciences	727	Female	Research Director	Single	11159
47	No	Sales	Marketing	728	Male	Sales Executive	Single	4960
40	No	Sales	Life Sciences	729	Male	Sales Executive	Married	10475
53	No	Research & Development	Life Sciences	730	Male	Research Director	Married	14814
41	No	Human Resources	Human Resources	731	Male	Manager	Divorced	19141
60	No	Sales	Marketing	732	Male	Sales Executive	Single	5405
27	No	Research & Development	Life Sciences	733	Male	Manufacturing Director	Divorced	8793
41	No	Human Resources	Human Resources	734	Male	Manager	Married	19189
50	No	Sales	Marketing	738	Male	Sales Representative	Married	3875
28	Yes	Research & Development	Life Sciences	741	Female	Research Scientist	Single	2216
36	No	Research & Development	Life Sciences	742	Female	Research Director	Married	11713
38	No	Research & Development	Life Sciences	743	Female	Manufacturing Director	Single	7861
44	No	Research & Development	Medical	744	Male	Laboratory Technician	Single	3708
47	No	Sales	Medical	746	Female	Sales Executive	Divorced	13770
30	No	Sales	Marketing	747	Male	Sales Executive	Divorced	5304
29	No	Sales	Life Sciences	749	Male	Sales Representative	Single	2642
42	Yes	Research & Development	Medical	752	Male	Research Scientist	Divorced	2759
43	No	Sales	Life Sciences	754	Male	Sales Executive	Married	6804
34	No	Research & Development	Medical	757	Female	Healthcare Representative	Single	6142
23	No	Research & Development	Medical	758	Male	Laboratory Technician	Married	2500
39	No	Human Resources	Human Resources	760	Female	Human Resources	Married	6389
56	No	Research & Development	Medical	762	Male	Healthcare Representative	Married	11103
40	No	Research & Development	Medical	763	Female	Research Scientist	Single	2342
27	No	Research & Development	Medical	764	Female	Healthcare Representative	Single	6811
29	No	Sales	Marketing	766	Male	Sales Representative	Divorced	2297
53	No	Research & Development	Life Sciences	769	Male	Laboratory Technician	Single	2450
35	No	Research & Development	Life Sciences	771	Female	Healthcare Representative	Divorced	5093
32	No	Research & Development	Life Sciences	772	Male	Laboratory Technician	Married	5309
38	No	Research & Development	Medical	773	Male	Research Scientist	Married	3057
34	No	Research & Development	Life Sciences	775	Female	Manufacturing Director	Divorced	5121
52	No	Sales	Marketing	776	Male	Manager	Married	16856
33	Yes	Research & Development	Other	780	Male	Research Scientist	Single	2686
25	No	Sales	Medical	781	Female	Sales Executive	Single	6180
45	No	Sales	Technical Degree	783	Male	Sales Representative	Single	6632
23	No	Research & Development	Medical	784	Male	Research Scientist	Single	3505
47	Yes	Sales	Life Sciences	785	Female	Sales Executive	Single	6397
34	No	Sales	Other	786	Male	Sales Executive	Single	6274
55	Yes	Research & Development	Medical	787	Male	Manager	Married	19859
36	No	Sales	Life Sciences	789	Male	Sales Executive	Single	7587
52	No	Research & Development	Medical	791	Male	Research Scientist	Married	4258
26	No	Research & Development	Life Sciences	792	Female	Laboratory Technician	Divorced	4364
29	No	Research & Development	Medical	793	Female	Healthcare Representative	Married	4335
26	Yes	Sales	Technical Degree	796	Male	Sales Executive	Single	5326
34	No	Research & Development	Life Sciences	797	Female	Research Scientist	Single	3280
54	No	Research & Development	Medical	799	Female	Manufacturing Director	Divorced	5485
27	No	Sales	Marketing	800	Male	Sales Executive	Married	4342
37	No	Research & Development	Life Sciences	802	Female	Research Scientist	Divorced	2782
38	No	Research & Development	Life Sciences	803	Female	Manufacturing Director	Single	5980
34	No	Research & Development	Medical	804	Female	Research Scientist	Single	4381
35	No	Sales	Life Sciences	805	Female	Sales Representative	Married	2572
30	No	Research & Development	Life Sciences	806	Male	Laboratory Technician	Married	3833
40	No	Research & Development	Medical	807	Female	Healthcare Representative	Married	4244
34	No	Sales	Life Sciences	808	Female	Sales Executive	Married	6500
42	No	Research & Development	Life Sciences	809	Male	Manager	Divorced	18430
23	Yes	Research & Development	Life Sciences	811	Male	Laboratory Technician	Married	1601
24	No	Research & Development	Life Sciences	812	Male	Laboratory Technician	Divorced	2694
52	No	Research & Development	Life Sciences	813	Female	Laboratory Technician	Married	3149
50	No	Research & Development	Medical	815	Male	Research Director	Married	17639
29	Yes	Research & Development	Life Sciences	816	Female	Laboratory Technician	Married	2319
33	No	Research & Development	Medical	817	Male	Research Director	Married	11691
33	Yes	Sales	Marketing	819	Female	Sales Executive	Single	5324
47	No	Research & Development	Other	820	Female	Manager	Married	16752
36	No	Research & Development	Other	823	Female	Manufacturing Director	Married	5228
29	No	Research & Development	Life Sciences	824	Male	Research Scientist	Married	2700
58	Yes	Research & Development	Life Sciences	825	Male	Research Director	Single	19246
35	No	Research & Development	Life Sciences	826	Female	Research Scientist	Single	2506
42	No	Research & Development	Life Sciences	827	Female	Manufacturing Director	Married	6062
28	Yes	Research & Development	Medical	828	Male	Research Scientist	Single	4382
36	No	Human Resources	Human Resources	829	Male	Human Resources	Married	2143
32	No	Research & Development	Life Sciences	830	Female	Manufacturing Director	Married	6162
40	No	Research & Development	Medical	832	Male	Laboratory Technician	Single	5094
30	No	Research & Development	Medical	833	Female	Manufacturing Director	Single	6877
45	No	Research & Development	Life Sciences	834	Female	Research Scientist	Single	2274
42	No	Research & Development	Life Sciences	836	Male	Manufacturing Director	Married	4434
38	No	Research & Development	Life Sciences	837	Male	Healthcare Representative	Divorced	6288
34	No	Research & Development	Life Sciences	838	Female	Research Scientist	Single	2553
49	Yes	Sales	Marketing	840	Female	Sales Executive	Married	7654
55	Yes	Sales	Medical	842	Male	Sales Executive	Single	5160
43	No	Research & Development	Life Sciences	843	Male	Research Director	Married	17159
27	No	Research & Development	Technical Degree	844	Male	Research Director	Divorced	12808
35	No	Research & Development	Other	845	Male	Manufacturing Director	Single	10221
28	No	Sales	Marketing	846	Female	Sales Executive	Married	4779
34	No	Human Resources	Human Resources	847	Male	Human Resources	Married	3737
26	Yes	Research & Development	Medical	848	Female	Research Scientist	Married	2366
27	No	Research & Development	Medical	850	Male	Research Scientist	Married	1706
51	No	Sales	Marketing	851	Female	Manager	Married	16307
44	No	Research & Development	Medical	852	Male	Healthcare Representative	Single	5933
25	No	Research & Development	Medical	854	Male	Research Scientist	Single	3424
33	No	Sales	Medical	855	Male	Sales Executive	Divorced	4037
35	No	Research & Development	Medical	856	Female	Research Scientist	Single	2559
36	No	Sales	Life Sciences	857	Male	Sales Executive	Married	6201
32	No	Sales	Life Sciences	859	Male	Sales Executive	Divorced	4403
30	No	Research & Development	Life Sciences	861	Male	Research Scientist	Divorced	3761
53	No	Sales	Marketing	862	Female	Sales Executive	Married	10934
45	No	Sales	Marketing	864	Male	Sales Executive	Divorced	10761
32	No	Research & Development	Medical	865	Female	Research Scientist	Married	5175
52	No	Research & Development	Medical	867	Female	Manufacturing Director	Married	13826
37	No	Sales	Marketing	868	Male	Sales Executive	Divorced	6334
28	No	Human Resources	Medical	869	Male	Human Resources	Divorced	4936
22	No	Research & Development	Life Sciences	872	Male	Manufacturing Director	Married	4775
44	No	Research & Development	Life Sciences	874	Male	Laboratory Technician	Married	2818
42	No	Research & Development	Medical	875	Male	Research Scientist	Single	2515
36	No	Human Resources	Life Sciences	878	Male	Human Resources	Married	2342
25	No	Sales	Other	879	Male	Sales Executive	Married	4194
35	No	Research & Development	Life Sciences	880	Female	Manufacturing Director	Married	10685
35	Yes	Research & Development	Life Sciences	881	Female	Research Scientist	Divorced	2022
32	No	Research & Development	Life Sciences	882	Male	Laboratory Technician	Divorced	2314
25	No	Sales	Marketing	885	Male	Sales Executive	Married	4256
49	No	Research & Development	Technical Degree	887	Female	Research Scientist	Married	3580
24	No	Research & Development	Life Sciences	888	Male	Laboratory Technician	Married	3162
32	No	Sales	Life Sciences	889	Male	Sales Executive	Married	6524
38	No	Sales	Marketing	893	Male	Sales Representative	Married	2899
42	No	Research & Development	Life Sciences	894	Female	Laboratory Technician	Married	5231
31	No	Research & Development	Life Sciences	895	Male	Research Scientist	Married	2356
29	Yes	Sales	Medical	896	Female	Sales Representative	Divorced	2800
53	No	Sales	Marketing	897	Male	Sales Executive	Married	11836
35	No	Research & Development	Technical Degree	899	Male	Manufacturing Director	Married	10903
37	No	Sales	Medical	900	Female	Sales Representative	Married	2973
53	No	Research & Development	Life Sciences	901	Female	Research Director	Single	14275
43	No	Research & Development	Life Sciences	902	Female	Healthcare Representative	Married	5562
47	No	Sales	Marketing	903	Female	Sales Executive	Married	4537
37	No	Sales	Medical	904	Male	Sales Executive	Single	7642
50	No	Research & Development	Life Sciences	905	Male	Manager	Divorced	17924
39	No	Human Resources	Life Sciences	909	Female	Human Resources	Married	5204
33	No	Human Resources	Human Resources	910	Male	Human Resources	Divorced	2277
32	Yes	Research & Development	Life Sciences	911	Male	Laboratory Technician	Single	2795
29	No	Research & Development	Medical	912	Female	Laboratory Technician	Divorced	2532
44	No	Research & Development	Life Sciences	913	Male	Research Scientist	Married	2559
28	No	Sales	Medical	916	Male	Sales Executive	Single	4908
58	Yes	Research & Development	Life Sciences	918	Male	Laboratory Technician	Divorced	2380
43	No	Research & Development	Life Sciences	920	Female	Manufacturing Director	Divorced	4765
20	Yes	Sales	Medical	922	Female	Sales Representative	Single	2044
21	Yes	Research & Development	Other	923	Female	Research Scientist	Single	2693
36	No	Research & Development	Life Sciences	924	Male	Healthcare Representative	Married	6586
47	No	Sales	Life Sciences	925	Female	Sales Representative	Single	3294
22	Yes	Research & Development	Life Sciences	926	Female	Manufacturing Director	Married	4171
41	Yes	Research & Development	Life Sciences	927	Female	Laboratory Technician	Divorced	2778
28	No	Research & Development	Medical	930	Female	Research Scientist	Divorced	2377
39	Yes	Research & Development	Medical	932	Male	Laboratory Technician	Married	2404
27	No	Research & Development	Life Sciences	933	Female	Research Scientist	Single	2318
34	No	Research & Development	Life Sciences	934	Male	Laboratory Technician	Divorced	2008
42	No	Sales	Medical	936	Female	Sales Executive	Single	6244
33	No	Research & Development	Other	939	Male	Research Scientist	Single	2799
58	No	Research & Development	Technical Degree	940	Female	Healthcare Representative	Divorced	10552
31	No	Sales	Life Sciences	941	Male	Sales Representative	Married	2329
35	No	Research & Development	Life Sciences	942	Female	Healthcare Representative	Married	4014
49	No	Research & Development	Other	944	Female	Laboratory Technician	Married	7403
48	No	Research & Development	Medical	945	Male	Research Scientist	Married	2259
31	No	Sales	Marketing	947	Female	Sales Executive	Married	6932
36	No	Research & Development	Other	949	Male	Research Scientist	Single	4678
38	No	Research & Development	Technical Degree	950	Female	Research Director	Married	13582
32	No	Research & Development	Life Sciences	951	Female	Laboratory Technician	Married	2332
25	Yes	Sales	Marketing	952	Male	Sales Representative	Married	2413
40	No	Sales	Marketing	954	Male	Sales Executive	Divorced	9705
26	No	Sales	Medical	956	Male	Sales Executive	Single	4294
41	No	Research & Development	Medical	957	Male	Laboratory Technician	Single	4721
36	No	Research & Development	Medical	958	Male	Laboratory Technician	Single	2519
19	Yes	Sales	Other	959	Male	Sales Representative	Single	2121
20	Yes	Research & Development	Technical Degree	960	Male	Laboratory Technician	Single	2973
31	No	Research & Development	Medical	961	Female	Healthcare Representative	Married	5855
40	No	Research & Development	Medical	964	Male	Research Scientist	Divorced	3617
32	No	Research & Development	Medical	966	Female	Manufacturing Director	Married	6725
36	Yes	Sales	Life Sciences	967	Male	Sales Executive	Married	10325
33	No	Research & Development	Life Sciences	969	Female	Healthcare Representative	Single	6949
37	Yes	Sales	Life Sciences	970	Male	Sales Executive	Married	10609
45	No	Research & Development	Life Sciences	972	Male	Laboratory Technician	Married	4447
29	No	Sales	Technical Degree	974	Female	Sales Representative	Married	2157
35	No	Sales	Medical	975	Female	Sales Executive	Married	4601
52	No	Research & Development	Life Sciences	976	Male	Manager	Married	17099
58	Yes	Research & Development	Technical Degree	977	Male	Research Scientist	Single	2479
53	No	Sales	Medical	981	Male	Manager	Divorced	14852
30	No	Sales	Other	982	Male	Sales Executive	Divorced	7264
38	No	Sales	Technical Degree	983	Female	Sales Executive	Single	5666
35	No	Sales	Life Sciences	984	Male	Sales Executive	Divorced	7823
39	No	Sales	Life Sciences	985	Male	Sales Executive	Single	7880
40	Yes	Sales	Life Sciences	986	Female	Sales Executive	Single	13194
47	No	Research & Development	Medical	987	Male	Manufacturing Director	Divorced	5067
36	No	Sales	Technical Degree	990	Male	Sales Executive	Divorced	5079
31	Yes	Research & Development	Medical	991	Male	Research Scientist	Single	2321
33	No	Sales	Life Sciences	992	Male	Manager	Single	17444
29	Yes	Research & Development	Life Sciences	994	Female	Research Scientist	Single	2404
33	No	Research & Development	Life Sciences	995	Female	Research Scientist	Single	3452
45	No	Research & Development	Medical	996	Female	Laboratory Technician	Divorced	2270
50	No	Research & Development	Medical	997	Male	Research Director	Divorced	17399
33	No	Research & Development	Other	998	Female	Healthcare Representative	Married	5488
41	No	Research & Development	Medical	999	Male	Research Director	Divorced	19419
27	No	Research & Development	Technical Degree	1001	Female	Laboratory Technician	Married	2811
45	No	Research & Development	Life Sciences	1002	Male	Laboratory Technician	Married	3633
47	No	Sales	Life Sciences	1003	Female	Sales Executive	Single	4163
30	Yes	Research & Development	Life Sciences	1004	Female	Research Scientist	Married	2132
50	No	Research & Development	Life Sciences	1005	Male	Manufacturing Director	Married	13973
38	No	Research & Development	Medical	1006	Male	Research Scientist	Married	2684
46	No	Research & Development	Medical	1007	Male	Manufacturing Director	Divorced	10845
24	No	Research & Development	Medical	1009	Female	Manufacturing Director	Divorced	4377
35	Yes	Research & Development	Other	1010	Male	Laboratory Technician	Divorced	3743
31	No	Research & Development	Life Sciences	1011	Female	Manufacturing Director	Married	4148
18	No	Research & Development	Life Sciences	1012	Male	Research Scientist	Single	1051
54	No	Research & Development	Technical Degree	1013	Female	Manufacturing Director	Married	10739
35	No	Research & Development	Medical	1014	Female	Healthcare Representative	Divorced	10388
30	No	Research & Development	Life Sciences	1015	Female	Research Director	Married	11416
20	Yes	Research & Development	Medical	1016	Female	Research Scientist	Single	2600
30	Yes	Research & Development	Medical	1017	Female	Laboratory Technician	Single	2422
26	No	Research & Development	Medical	1018	Male	Manufacturing Director	Married	5472
22	No	Research & Development	Life Sciences	1019	Male	Laboratory Technician	Married	2451
48	No	Research & Development	Life Sciences	1022	Male	Healthcare Representative	Single	4240
48	No	Research & Development	Life Sciences	1024	Male	Healthcare Representative	Single	10999
41	No	Research & Development	Medical	1025	Female	Manufacturing Director	Single	5003
39	No	Research & Development	Life Sciences	1026	Female	Manufacturing Director	Married	12742
27	No	Research & Development	Life Sciences	1027	Female	Manufacturing Director	Married	4227
35	No	Research & Development	Other	1028	Male	Laboratory Technician	Divorced	3917
42	No	Sales	Marketing	1029	Male	Manager	Married	18303
50	No	Research & Development	Life Sciences	1030	Male	Laboratory Technician	Married	2380
59	No	Research & Development	Life Sciences	1032	Female	Manufacturing Director	Single	13726
37	Yes	Research & Development	Medical	1033	Female	Healthcare Representative	Married	4777
55	No	Research & Development	Medical	1034	Male	Healthcare Representative	Married	6385
41	No	Research & Development	Life Sciences	1035	Female	Research Director	Divorced	19973
38	No	Sales	Life Sciences	1036	Male	Sales Executive	Single	6861
26	Yes	Sales	Medical	1037	Male	Sales Executive	Single	4969
52	Yes	Sales	Marketing	1038	Female	Manager	Married	19845
44	No	Sales	Medical	1039	Female	Sales Executive	Married	13320
50	No	Sales	Life Sciences	1040	Female	Sales Executive	Married	6347
36	Yes	Research & Development	Life Sciences	1042	Female	Laboratory Technician	Single	2743
39	No	Research & Development	Medical	1043	Female	Manufacturing Director	Single	10880
33	No	Sales	Life Sciences	1044	Female	Sales Representative	Single	2342
45	No	Sales	Life Sciences	1045	Female	Manager	Married	17650
32	No	Research & Development	Medical	1046	Female	Laboratory Technician	Single	4025
34	No	Sales	Marketing	1047	Male	Sales Executive	Divorced	9725
59	No	Sales	Technical Degree	1048	Male	Manager	Married	11904
45	No	Human Resources	Medical	1049	Male	Human Resources	Single	2177
53	No	Sales	Marketing	1050	Female	Sales Executive	Married	7525
36	Yes	Research & Development	Other	1052	Male	Laboratory Technician	Divorced	4834
26	Yes	Research & Development	Life Sciences	1053	Male	Research Scientist	Married	2042
34	No	Sales	Life Sciences	1055	Female	Sales Representative	Married	2220
28	No	Sales	Medical	1056	Male	Sales Representative	Married	1052
38	No	Research & Development	Other	1060	Male	Research Scientist	Married	2821
50	No	Research & Development	Medical	1061	Male	Research Director	Married	19237
37	No	Research & Development	Other	1062	Female	Healthcare Representative	Single	4107
40	No	Sales	Marketing	1066	Male	Sales Executive	Married	8396
26	No	Research & Development	Medical	1068	Female	Research Scientist	Divorced	2007
46	No	Research & Development	Medical	1069	Male	Research Director	Divorced	19627
54	No	Sales	Life Sciences	1070	Female	Sales Executive	Married	10686
56	No	Research & Development	Medical	1071	Female	Research Scientist	Married	2942
36	No	Research & Development	Medical	1073	Female	Manufacturing Director	Single	8858
55	No	Research & Development	Medical	1074	Male	Manager	Single	16756
43	No	Sales	Medical	1076	Male	Sales Executive	Divorced	10798
20	Yes	Sales	Marketing	1077	Female	Sales Representative	Single	2323
21	Yes	Research & Development	Life Sciences	1079	Female	Laboratory Technician	Single	1416
46	No	Research & Development	Life Sciences	1080	Female	Research Scientist	Divorced	4615
51	Yes	Research & Development	Life Sciences	1081	Male	Research Scientist	Married	2461
28	Yes	Research & Development	Technical Degree	1082	Male	Healthcare Representative	Single	8722
26	No	Research & Development	Medical	1083	Male	Laboratory Technician	Married	3955
30	No	Research & Development	Other	1084	Male	Manufacturing Director	Married	9957
41	No	Research & Development	Technical Degree	1085	Female	Research Scientist	Married	3376
38	No	Research & Development	Life Sciences	1088	Female	Healthcare Representative	Married	8823
40	No	Research & Development	Technical Degree	1092	Male	Healthcare Representative	Married	10322
27	No	Research & Development	Life Sciences	1094	Male	Laboratory Technician	Married	4621
55	No	Research & Development	Life Sciences	1096	Male	Manufacturing Director	Married	10976
28	No	Research & Development	Other	1097	Female	Research Scientist	Single	3660
44	Yes	Human Resources	Medical	1098	Male	Human Resources	Married	10482
33	No	Research & Development	Life Sciences	1099	Male	Healthcare Representative	Divorced	7119
35	Yes	Sales	Technical Degree	1100	Male	Sales Executive	Single	9582
33	Yes	Research & Development	Medical	1101	Female	Research Scientist	Single	4508
28	No	Research & Development	Life Sciences	1102	Male	Laboratory Technician	Divorced	2207
34	No	Research & Development	Life Sciences	1103	Male	Healthcare Representative	Single	7756
37	No	Sales	Life Sciences	1105	Female	Sales Executive	Divorced	6694
25	Yes	Research & Development	Technical Degree	1106	Male	Laboratory Technician	Married	3691
26	Yes	Research & Development	Medical	1107	Male	Laboratory Technician	Divorced	2377
33	Yes	Research & Development	Medical	1108	Male	Research Scientist	Single	2313
42	No	Research & Development	Medical	1109	Male	Manager	Married	17665
28	Yes	Research & Development	Medical	1111	Male	Laboratory Technician	Divorced	2596
50	Yes	Sales	Other	1113	Male	Sales Executive	Single	4728
33	No	Sales	Life Sciences	1114	Female	Sales Executive	Married	4302
34	No	Research & Development	Life Sciences	1115	Male	Research Scientist	Married	2979
48	No	Research & Development	Medical	1116	Male	Manager	Single	16885
45	No	Sales	Life Sciences	1117	Female	Sales Executive	Married	5593
52	No	Research & Development	Life Sciences	1118	Male	Healthcare Representative	Single	10445
38	No	Sales	Marketing	1119	Male	Sales Executive	Divorced	8740
29	No	Research & Development	Life Sciences	1120	Female	Research Scientist	Divorced	2514
28	No	Research & Development	Medical	1121	Female	Manufacturing Director	Divorced	7655
46	No	Sales	Marketing	1124	Male	Manager	Married	17465
38	No	Sales	Marketing	1125	Male	Sales Executive	Single	7351
43	No	Research & Development	Life Sciences	1126	Female	Manufacturing Director	Married	10820
39	Yes	Research & Development	Life Sciences	1127	Male	Healthcare Representative	Divorced	12169
40	No	Research & Development	Medical	1128	Male	Research Director	Single	19626
